attendance_id,enrollment_id,attendance_date,status,notes
43462,413,2026-01-19,Present,
43463,413,2026-01-20,Present,
43486,414,2026-01-19,Absent,
43487,414,2026-01-20,Present,
43539,415,2026-01-19,Present,
43540,415,2026-01-20,Present,
43581,416,2026-01-19,Present,
43582,416,2026-01-20,Absent,
43615,417,2026-01-19,Present,
43616,417,2026-01-20,Present,
43657,418,2026-01-19,Present,
43658,418,2026-01-20,Present,
43688,419,2026-01-19,Present,
43689,419,2026-01-20,Absent,
43713,420,2026-01-19,Present,
43714,420,2026-01-20,Present,
43745,421,2026-01-19,Present,
43746,421,2026-01-20,Absent,
43783,422,2026-01-19,Present,
43784,422,2026-01-20,Present,
43832,423,2026-01-19,Late,
43833,423,2026-01-20,Present,
43852,424,2026-01-19,Absent,
43853,424,2026-01-20,Present,
43908,425,2026-01-19,Absent,
43909,425,2026-01-20,Present,
43961,426,2026-01-19,Present,
43962,426,2026-01-20,Present,
44004,427,2026-01-19,Present,
44005,427,2026-01-20,Absent,
44052,428,2026-01-19,Present,
44053,428,2026-01-20,Present,
44072,429,2026-01-19,Present,
44073,429,2026-01-20,Present,
44100,430,2026-01-19,Present,
44101,430,2026-01-20,Present,
44154,431,2026-01-19,Present,
44155,431,2026-01-20,Present,
44182,432,2026-01-19,Present,
44183,432,2026-01-20,Present,
44210,433,2026-01-19,Present,
44211,433,2026-01-20,Present,
44233,434,2026-01-19,Present,
44234,434,2026-01-20,Present,
44255,435,2026-01-19,Present,Hundred.
44256,435,2026-01-20,Present,
44315,436,2026-01-19,Present,
44316,436,2026-01-20,Present,Two ready teacher.
44353,437,2026-01-19,Absent,
44354,437,2026-01-20,Present,
44382,438,2026-01-19,Absent,
44383,438,2026-01-20,Present,
44418,439,2026-01-19,Present,
44419,439,2026-01-20,Absent,
44448,440,2026-01-19,Present,
44449,440,2026-01-20,Present,
44469,441,2026-01-19,Present,Under recognize fill.
44470,441,2026-01-20,Present,
44516,442,2026-01-19,Present,
44517,442,2026-01-20,Present,
44550,443,2026-01-19,Present,
44551,443,2026-01-20,Present,
44587,444,2026-01-19,Late,
44588,444,2026-01-20,Present,
44638,445,2026-01-19,Present,
44639,445,2026-01-20,Present,
44670,446,2026-01-19,Present,
44671,446,2026-01-20,Absent,
44690,447,2026-01-19,Present,
44691,447,2026-01-20,Present,
44711,448,2026-01-19,Present,
44712,448,2026-01-20,Present,
44736,449,2026-01-19,Present,
44737,449,2026-01-20,Present,
44792,450,2026-01-19,Present,
44793,450,2026-01-20,Present,
44827,451,2026-01-19,Late,
44828,451,2026-01-20,Present,
44849,452,2026-01-19,Present,
44850,452,2026-01-20,Absent,
44895,453,2026-01-19,Present,
44896,453,2026-01-20,Absent,
44919,454,2026-01-19,Present,
44920,454,2026-01-20,Present,
44941,455,2026-01-19,Present,
44942,455,2026-01-20,Present,
44989,456,2026-01-19,Present,
44990,456,2026-01-20,Present,
45042,457,2026-01-19,Present,
45043,457,2026-01-20,Present,
45082,458,2026-01-19,Present,Blue money economic.
45083,458,2026-01-20,Absent,
45132,459,2026-01-19,Present,
45133,459,2026-01-20,Present,
45166,460,2026-01-19,Late,
45167,460,2026-01-20,Present,
45226,461,2026-01-19,Late,
45227,461,2026-01-20,Present,
45261,462,2026-01-19,Present,
45262,462,2026-01-20,Present,Agency light science.
45310,463,2026-01-19,Present,
45311,463,2026-01-20,Absent,
45337,464,2026-01-19,Present,
45338,464,2026-01-20,Present,
45385,465,2026-01-19,Present,
45386,465,2026-01-20,Present,
45421,466,2026-01-19,Present,
45422,466,2026-01-20,Present,
45471,467,2026-01-19,Excused,
45472,467,2026-01-20,Absent,
45514,468,2026-01-19,Late,
45515,468,2026-01-20,Present,
45564,469,2026-01-19,Present,
45565,469,2026-01-20,Present,
45606,470,2026-01-19,Absent,
45607,470,2026-01-20,Present,
45658,471,2026-01-19,Present,
45659,471,2026-01-20,Present,
45702,472,2026-01-19,Present,
45703,472,2026-01-20,Excused,
45762,473,2026-01-19,Present,
45763,473,2026-01-20,Present,
45801,474,2026-01-19,Present,
45802,474,2026-01-20,Present,
45835,475,2026-01-19,Present,
45836,475,2026-01-20,Present,
45887,476,2026-01-19,Late,
45888,476,2026-01-20,Present,
45945,477,2026-01-19,Present,
45946,477,2026-01-20,Present,Baby thousand real.
45980,478,2026-01-19,Present,
45981,478,2026-01-20,Present,
46000,479,2026-01-19,Present,
46001,479,2026-01-20,Absent,
46036,480,2026-01-19,Present,
46037,480,2026-01-20,Present,
46082,481,2026-01-19,Present,
46083,481,2026-01-20,Present,
46128,482,2026-01-19,Late,
46129,482,2026-01-20,Present,
46171,483,2026-01-19,Present,
46172,483,2026-01-20,Absent,
46196,484,2026-01-19,Present,
46197,484,2026-01-20,Late,
46220,485,2026-01-19,Present,
46221,485,2026-01-20,Present,
46252,486,2026-01-19,Present,
46253,486,2026-01-20,Present,
46304,487,2026-01-19,Present,
46305,487,2026-01-20,Present,
46333,488,2026-01-19,Present,
46334,488,2026-01-20,Present,
46388,489,2026-01-19,Absent,
46389,489,2026-01-20,Absent,
46421,490,2026-01-19,Present,
46422,490,2026-01-20,Present,
46444,491,2026-01-19,Present,Issue him.
46445,491,2026-01-20,Present,
46472,492,2026-01-19,Absent,
46473,492,2026-01-20,Late,
46507,493,2026-01-19,Present,
46508,493,2026-01-20,Present,
46541,494,2026-01-19,Present,
46542,494,2026-01-20,Present,
46572,495,2026-01-19,Absent,
46573,495,2026-01-20,Present,
46622,496,2026-01-19,Present,
46623,496,2026-01-20,Present,
46643,497,2026-01-19,Absent,
46644,497,2026-01-20,Absent,
46689,498,2026-01-19,Present,
46690,498,2026-01-20,Absent,
46737,499,2026-01-19,Present,
46738,499,2026-01-20,Absent,Prevent design through.
46769,500,2026-01-19,Present,
46770,500,2026-01-20,Present,
46799,501,2026-01-19,Present,
46800,501,2026-01-20,Absent,
46845,502,2026-01-19,Absent,Far fast.
46846,502,2026-01-20,Absent,
46897,503,2026-01-19,Absent,
46898,503,2026-01-20,Present,
46933,504,2026-01-19,Present,
46934,504,2026-01-20,Late,
46953,505,2026-01-19,Present,
46954,505,2026-01-20,Present,
47007,506,2026-01-19,Absent,
47008,506,2026-01-20,Present,
47066,507,2026-01-19,Present,
47067,507,2026-01-20,Present,
47123,508,2026-01-19,Absent,
47124,508,2026-01-20,Present,Late job.
47182,509,2026-01-19,Present,Material water.
47183,509,2026-01-20,Absent,
47221,510,2026-01-19,Absent,
47222,510,2026-01-20,Absent,
47251,511,2026-01-19,Present,
47252,511,2026-01-20,Present,
47284,512,2026-01-19,Absent,Family let.
47285,512,2026-01-20,Present,
47338,513,2026-01-19,Present,Hand herself member.
47339,513,2026-01-20,Absent,
47390,514,2026-01-19,Absent,
47391,514,2026-01-20,Late,
47439,515,2026-01-19,Present,
47440,515,2026-01-20,Present,
47490,516,2026-01-19,Late,
47491,516,2026-01-20,Late,
47547,517,2026-01-19,Present,Money heart before instead.
47548,517,2026-01-20,Present,
47569,518,2026-01-19,Present,
47570,518,2026-01-20,Present,
47605,519,2026-01-19,Present,
47606,519,2026-01-20,Present,
47641,520,2026-01-19,Present,
47642,520,2026-01-20,Present,
47665,521,2026-01-19,Absent,
47666,521,2026-01-20,Present,
47689,522,2026-01-19,Present,
47690,522,2026-01-20,Excused,
47712,523,2026-01-19,Present,
47713,523,2026-01-20,Present,Catch article parent.
47738,524,2026-01-19,Present,Board and certain.
47739,524,2026-01-20,Present,
47793,525,2026-01-19,Present,
47794,525,2026-01-20,Absent,
47836,526,2026-01-19,Present,
47837,526,2026-01-20,Present,
47883,527,2026-01-19,Present,
47884,527,2026-01-20,Present,
47923,528,2026-01-19,Present,
47924,528,2026-01-20,Present,
47951,529,2026-01-19,Present,Prevent season president.
69271,1062,2026-01-19,Absent,
47952,529,2026-01-20,Present,Number war opportunity.
47994,530,2026-01-19,Present,Near note personal word.
47995,530,2026-01-20,Present,
48042,531,2026-01-19,Present,
48043,531,2026-01-20,Present,
48075,532,2026-01-19,Absent,
48076,532,2026-01-20,Present,
48095,533,2026-01-19,Present,Crime building.
48096,533,2026-01-20,Present,
48128,534,2026-01-19,Present,Quite explain.
48129,534,2026-01-20,Absent,Look president low heavy.
48182,535,2026-01-19,Present,
48183,535,2026-01-20,Excused,
48220,536,2026-01-19,Present,
48221,536,2026-01-20,Late,
48258,537,2026-01-19,Present,
48259,537,2026-01-20,Present,Ten view yes.
48290,538,2026-01-19,Absent,
48291,538,2026-01-20,Present,
48340,539,2026-01-19,Absent,
48341,539,2026-01-20,Present,
48374,540,2026-01-19,Present,
48375,540,2026-01-20,Present,Market trade.
48407,541,2026-01-19,Present,
48408,541,2026-01-20,Present,
48466,542,2026-01-19,Present,
48467,542,2026-01-20,Present,
48504,543,2026-01-19,Present,
48505,543,2026-01-20,Absent,
48564,544,2026-01-19,Present,
48565,544,2026-01-20,Absent,
48624,545,2026-01-19,Late,
48625,545,2026-01-20,Absent,
48662,546,2026-01-19,Present,True wrong.
48663,546,2026-01-20,Present,
48690,547,2026-01-19,Present,
48691,547,2026-01-20,Present,
48726,548,2026-01-19,Present,
48727,548,2026-01-20,Present,
48754,549,2026-01-19,Present,
48755,549,2026-01-20,Present,
48800,550,2026-01-19,Present,
48801,550,2026-01-20,Present,
48851,551,2026-01-19,Present,
48852,551,2026-01-20,Present,Including huge.
48888,552,2026-01-19,Present,
48889,552,2026-01-20,Present,
48927,553,2026-01-19,Absent,
48928,553,2026-01-20,Present,
48963,554,2026-01-19,Present,
48964,554,2026-01-20,Present,
48985,555,2026-01-19,Absent,
48986,555,2026-01-20,Present,Month most summer.
49008,556,2026-01-19,Present,
49009,556,2026-01-20,Present,
49034,557,2026-01-19,Present,
49035,557,2026-01-20,Present,
49068,558,2026-01-19,Present,
49069,558,2026-01-20,Present,
49115,559,2026-01-19,Present,
49116,559,2026-01-20,Present,
49144,560,2026-01-19,Present,
49145,560,2026-01-20,Absent,
49192,561,2026-01-19,Present,
49193,561,2026-01-20,Present,
49218,562,2026-01-19,Present,
49219,562,2026-01-20,Absent,
49263,563,2026-01-19,Late,
49264,563,2026-01-20,Present,
49306,564,2026-01-19,Present,
49307,564,2026-01-20,Late,
49351,565,2026-01-19,Present,
49352,565,2026-01-20,Present,
49408,566,2026-01-19,Present,
49409,566,2026-01-20,Absent,
49453,567,2026-01-19,Present,About leave itself.
49454,567,2026-01-20,Present,
49489,568,2026-01-19,Present,
49490,568,2026-01-20,Absent,Area culture end.
49528,569,2026-01-19,Present,
49529,569,2026-01-20,Present,
49556,570,2026-01-19,Present,
49557,570,2026-01-20,Present,
49599,571,2026-01-19,Present,
49600,571,2026-01-20,Late,
49629,572,2026-01-19,Present,Cell professional.
49630,572,2026-01-20,Present,
49681,573,2026-01-19,Absent,
49682,573,2026-01-20,Present,
49739,574,2026-01-19,Present,
49740,574,2026-01-20,Absent,
49775,575,2026-01-19,Absent,
49776,575,2026-01-20,Present,
49819,576,2026-01-19,Present,
49820,576,2026-01-20,Present,
49863,577,2026-01-19,Present,Sure town north.
49864,577,2026-01-20,Present,
49922,578,2026-01-19,Present,
49923,578,2026-01-20,Absent,Product color free.
49962,579,2026-01-19,Present,
49963,579,2026-01-20,Present,
50021,580,2026-01-19,Present,
50022,580,2026-01-20,Absent,Chair rock another.
50061,581,2026-01-19,Absent,
50062,581,2026-01-20,Excused,Say save.
50097,582,2026-01-19,Present,
50098,582,2026-01-20,Present,
50129,583,2026-01-19,Present,
50130,583,2026-01-20,Present,
50186,584,2026-01-19,Present,
50187,584,2026-01-20,Present,
50206,585,2026-01-19,Present,
50207,585,2026-01-20,Present,
50245,586,2026-01-19,Absent,
50246,586,2026-01-20,Present,
50302,587,2026-01-19,Present,
50303,587,2026-01-20,Absent,
50324,588,2026-01-19,Present,
50325,588,2026-01-20,Present,
50349,589,2026-01-19,Present,
50350,589,2026-01-20,Present,
50388,590,2026-01-19,Present,Executive member.
50389,590,2026-01-20,Absent,
50447,591,2026-01-19,Present,
50448,591,2026-01-20,Present,
50506,592,2026-01-19,Present,
50507,592,2026-01-20,Absent,
50552,593,2026-01-19,Absent,
50553,593,2026-01-20,Present,
50585,594,2026-01-19,Present,Various.
50586,594,2026-01-20,Present,
50607,595,2026-01-19,Present,
50608,595,2026-01-20,Absent,
50655,596,2026-01-19,Present,
50656,596,2026-01-20,Present,
50707,597,2026-01-19,Late,
50708,597,2026-01-20,Absent,
50761,598,2026-01-19,Absent,Deep statement.
50762,598,2026-01-20,Present,
50786,599,2026-01-19,Present,
50787,599,2026-01-20,Present,
50846,600,2026-01-19,Absent,
50847,600,2026-01-20,Absent,
50870,601,2026-01-19,Absent,
50871,601,2026-01-20,Present,
50917,602,2026-01-19,Present,
50918,602,2026-01-20,Present,
50977,603,2026-01-19,Late,
50978,603,2026-01-20,Present,
51005,604,2026-01-19,Absent,Coach art seven.
51006,604,2026-01-20,Present,
51064,605,2026-01-19,Present,
51065,605,2026-01-20,Present,
51088,606,2026-01-19,Present,
51089,606,2026-01-20,Late,
51110,607,2026-01-19,Absent,Responsibility at.
51111,607,2026-01-20,Present,
51166,608,2026-01-19,Present,
51167,608,2026-01-20,Present,
51215,609,2026-01-19,Present,
51216,609,2026-01-20,Present,
51259,610,2026-01-19,Present,
51260,610,2026-01-20,Present,
51301,611,2026-01-19,Absent,
51302,611,2026-01-20,Late,
51330,612,2026-01-19,Present,
51331,612,2026-01-20,Present,
51355,613,2026-01-19,Absent,
51356,613,2026-01-20,Present,
51391,614,2026-01-19,Present,
51392,614,2026-01-20,Present,
51428,615,2026-01-19,Present,
51429,615,2026-01-20,Present,
51467,616,2026-01-19,Present,
51468,616,2026-01-20,Present,
51521,617,2026-01-19,Absent,
51522,617,2026-01-20,Present,
51541,618,2026-01-19,Present,
51542,618,2026-01-20,Present,
51597,619,2026-01-19,Present,
51598,619,2026-01-20,Excused,
51654,620,2026-01-19,Present,Radio.
51655,620,2026-01-20,Absent,
51683,621,2026-01-19,Present,
51684,621,2026-01-20,Absent,
51711,622,2026-01-19,Present,
51712,622,2026-01-20,Present,
51731,623,2026-01-19,Present,
51732,623,2026-01-20,Late,
51781,624,2026-01-19,Late,
51782,624,2026-01-20,Present,
51818,625,2026-01-19,Late,
51819,625,2026-01-20,Absent,
51859,626,2026-01-19,Present,
51860,626,2026-01-20,Present,
51919,627,2026-01-19,Present,
51920,627,2026-01-20,Present,
51972,628,2026-01-19,Present,Their opportunity.
51973,628,2026-01-20,Excused,
52000,629,2026-01-19,Late,
52001,629,2026-01-20,Absent,
52043,630,2026-01-19,Present,
52044,630,2026-01-20,Present,
52096,631,2026-01-19,Present,
52097,631,2026-01-20,Present,
52150,632,2026-01-19,Absent,
52151,632,2026-01-20,Present,
52188,633,2026-01-19,Present,Forget when.
52189,633,2026-01-20,Present,
52219,634,2026-01-19,Present,
52220,634,2026-01-20,Late,
52267,635,2026-01-19,Absent,
52268,635,2026-01-20,Present,
52303,636,2026-01-19,Present,
52304,636,2026-01-20,Present,
52346,637,2026-01-19,Present,
52347,637,2026-01-20,Present,
52395,638,2026-01-19,Present,
52396,638,2026-01-20,Present,
52448,639,2026-01-19,Absent,
52449,639,2026-01-20,Late,
52496,640,2026-01-19,Present,
52497,640,2026-01-20,Present,
52534,641,2026-01-19,Present,
52535,641,2026-01-20,Present,
52586,642,2026-01-19,Present,
52587,642,2026-01-20,Present,
52641,643,2026-01-19,Present,
52642,643,2026-01-20,Excused,
52682,644,2026-01-19,Present,
52683,644,2026-01-20,Absent,Nearly.
52715,645,2026-01-19,Present,
52716,645,2026-01-20,Present,
52740,646,2026-01-19,Absent,
52741,646,2026-01-20,Late,
52780,647,2026-01-19,Present,Action there.
52781,647,2026-01-20,Present,
52806,648,2026-01-19,Present,
52807,648,2026-01-20,Present,
52865,649,2026-01-19,Present,
52866,649,2026-01-20,Present,
52900,650,2026-01-19,Present,
52901,650,2026-01-20,Absent,Herself.
52925,651,2026-01-19,Absent,
52926,651,2026-01-20,Present,
52950,652,2026-01-19,Present,
52951,652,2026-01-20,Present,
52983,653,2026-01-19,Present,
52984,653,2026-01-20,Present,Catch.
53009,654,2026-01-19,Present,
53010,654,2026-01-20,Present,
53047,655,2026-01-19,Late,
53048,655,2026-01-20,Present,
53076,656,2026-01-19,Absent,
53077,656,2026-01-20,Absent,
53122,657,2026-01-19,Present,Writer computer agency.
53123,657,2026-01-20,Excused,
53160,658,2026-01-19,Present,
53161,658,2026-01-20,Late,Act analysis.
53204,659,2026-01-19,Present,
53205,659,2026-01-20,Present,Mr newspaper single.
53255,660,2026-01-19,Present,
53256,660,2026-01-20,Present,
53281,661,2026-01-19,Present,
53282,661,2026-01-20,Present,
53330,662,2026-01-19,Present,
53331,662,2026-01-20,Present,
53384,663,2026-01-19,Late,
53385,663,2026-01-20,Present,
53420,664,2026-01-19,Present,
53421,664,2026-01-20,Present,
53462,665,2026-01-19,Present,
53463,665,2026-01-20,Present,
53521,666,2026-01-19,Present,
53522,666,2026-01-20,Absent,
53564,667,2026-01-19,Present,
53565,667,2026-01-20,Late,
53613,668,2026-01-19,Present,
53614,668,2026-01-20,Present,
53647,669,2026-01-19,Present,Time me son.
53648,669,2026-01-20,Absent,Car.
53670,670,2026-01-19,Present,
53671,670,2026-01-20,Late,Hour laugh modern manager.
53723,671,2026-01-19,Present,
53724,671,2026-01-20,Excused,
53750,672,2026-01-19,Present,
53751,672,2026-01-20,Present,
53810,673,2026-01-19,Present,
53811,673,2026-01-20,Present,
53844,674,2026-01-19,Present,
53845,674,2026-01-20,Present,
53866,675,2026-01-19,Present,
53867,675,2026-01-20,Present,
53891,676,2026-01-19,Excused,
53892,676,2026-01-20,Present,
53948,677,2026-01-19,Present,
53949,677,2026-01-20,Present,
53998,678,2026-01-19,Present,
53999,678,2026-01-20,Present,
54040,679,2026-01-19,Present,
54041,679,2026-01-20,Present,
54071,680,2026-01-19,Present,
54072,680,2026-01-20,Present,
54113,681,2026-01-19,Late,General result send.
54114,681,2026-01-20,Present,Shoulder.
54158,682,2026-01-19,Present,
54159,682,2026-01-20,Present,
54194,683,2026-01-19,Present,
54195,683,2026-01-20,Present,
54241,684,2026-01-19,Present,
54242,684,2026-01-20,Absent,
54287,685,2026-01-19,Present,Cultural.
54441,689,2026-01-19,Present,
54288,685,2026-01-20,Present,Fire understand give.
54334,686,2026-01-19,Present,
54335,686,2026-01-20,Present,
54361,687,2026-01-19,Absent,Trouble give.
54362,687,2026-01-20,Present,
54400,688,2026-01-19,Absent,
54401,688,2026-01-20,Present,
54442,689,2026-01-20,Present,Leg near.
54492,690,2026-01-19,Present,
54493,690,2026-01-20,Present,Mr skin series.
54540,691,2026-01-19,Present,
54541,691,2026-01-20,Present,
54570,692,2026-01-19,Present,
54571,692,2026-01-20,Present,
54604,693,2026-01-19,Present,
54605,693,2026-01-20,Present,
54627,694,2026-01-19,Present,
54628,694,2026-01-20,Present,
54652,695,2026-01-19,Present,
54653,695,2026-01-20,Present,
54685,696,2026-01-19,Present,Grow choose.
54686,696,2026-01-20,Present,
54706,697,2026-01-19,Present,
54707,697,2026-01-20,Present,
54762,698,2026-01-19,Late,
54763,698,2026-01-20,Present,
54792,699,2026-01-19,Present,
54793,699,2026-01-20,Present,
54833,700,2026-01-19,Present,
54834,700,2026-01-20,Present,
54879,701,2026-01-19,Present,Couple save.
54880,701,2026-01-20,Present,
54929,702,2026-01-19,Present,
54930,702,2026-01-20,Present,
54953,703,2026-01-19,Present,
54954,703,2026-01-20,Present,
54979,704,2026-01-19,Absent,
54980,704,2026-01-20,Present,
55026,705,2026-01-19,Present,
55027,705,2026-01-20,Absent,
55080,706,2026-01-19,Absent,Force quality laugh suggest.
55081,706,2026-01-20,Present,
55114,707,2026-01-19,Present,
55115,707,2026-01-20,Present,
55154,708,2026-01-19,Present,
55155,708,2026-01-20,Present,
55200,709,2026-01-19,Present,
55201,709,2026-01-20,Present,
55230,710,2026-01-19,Absent,
55231,710,2026-01-20,Absent,
55269,711,2026-01-19,Present,
55270,711,2026-01-20,Excused,
55326,712,2026-01-19,Present,
55327,712,2026-01-20,Present,
55359,713,2026-01-19,Present,Natural enter speech.
55360,713,2026-01-20,Absent,
55384,714,2026-01-19,Present,
55385,714,2026-01-20,Present,
55417,715,2026-01-19,Present,
55418,715,2026-01-20,Present,
55466,716,2026-01-19,Present,
55467,716,2026-01-20,Present,
55522,717,2026-01-19,Present,
55523,717,2026-01-20,Present,
55542,718,2026-01-19,Present,
55543,718,2026-01-20,Present,
55601,719,2026-01-19,Absent,
55602,719,2026-01-20,Present,
55659,720,2026-01-19,Present,
55660,720,2026-01-20,Present,
55682,721,2026-01-19,Absent,
55683,721,2026-01-20,Absent,
55705,722,2026-01-19,Absent,
55706,722,2026-01-20,Late,
55740,723,2026-01-19,Present,
55741,723,2026-01-20,Present,Whose meeting our.
55773,724,2026-01-19,Present,
55774,724,2026-01-20,Present,
55812,725,2026-01-19,Late,
55813,725,2026-01-20,Present,
55856,726,2026-01-19,Present,
55857,726,2026-01-20,Present,
55909,727,2026-01-19,Present,Personal himself term.
55910,727,2026-01-20,Present,
55943,728,2026-01-19,Present,
55944,728,2026-01-20,Absent,
56001,729,2026-01-19,Present,
56002,729,2026-01-20,Present,
56025,730,2026-01-19,Present,
56026,730,2026-01-20,Present,
56076,731,2026-01-19,Present,
56077,731,2026-01-20,Present,
56130,732,2026-01-19,Absent,
56131,732,2026-01-20,Excused,
56157,733,2026-01-19,Present,
56158,733,2026-01-20,Present,
56206,734,2026-01-19,Present,
56207,734,2026-01-20,Present,
56243,735,2026-01-19,Present,
56244,735,2026-01-20,Present,
56283,736,2026-01-19,Absent,
56284,736,2026-01-20,Present,
56310,737,2026-01-19,Present,
56311,737,2026-01-20,Present,
56363,738,2026-01-19,Present,
56364,738,2026-01-20,Present,
56388,739,2026-01-19,Present,
56389,739,2026-01-20,Present,
56446,740,2026-01-19,Present,
56447,740,2026-01-20,Present,
56482,741,2026-01-19,Present,Town finally matter.
56483,741,2026-01-20,Present,
56505,742,2026-01-19,Present,
56506,742,2026-01-20,Present,
56531,743,2026-01-19,Present,
56532,743,2026-01-20,Absent,
56583,744,2026-01-19,Present,
56584,744,2026-01-20,Absent,
56624,745,2026-01-19,Present,
56625,745,2026-01-20,Absent,
56654,746,2026-01-19,Present,
56655,746,2026-01-20,Present,
56674,747,2026-01-19,Present,
56675,747,2026-01-20,Present,
56727,748,2026-01-19,Present,
56728,748,2026-01-20,Present,Artist career.
56784,749,2026-01-19,Present,
56785,749,2026-01-20,Present,
56843,750,2026-01-19,Present,
56844,750,2026-01-20,Late,
56880,751,2026-01-19,Present,
56881,751,2026-01-20,Absent,
56920,752,2026-01-19,Absent,
56921,752,2026-01-20,Present,
56956,753,2026-01-19,Late,
56957,753,2026-01-20,Absent,
56982,754,2026-01-19,Present,
56983,754,2026-01-20,Present,
57010,755,2026-01-19,Present,
57011,755,2026-01-20,Absent,Radio source write.
57039,756,2026-01-19,Present,
57040,756,2026-01-20,Present,
57069,757,2026-01-19,Present,
57070,757,2026-01-20,Present,
57090,758,2026-01-19,Present,
57091,758,2026-01-20,Present,
57119,759,2026-01-19,Present,
57120,759,2026-01-20,Absent,
57140,760,2026-01-19,Present,
57141,760,2026-01-20,Late,Year spring.
57187,761,2026-01-19,Present,Against available side.
57188,761,2026-01-20,Present,
57219,762,2026-01-19,Present,
57220,762,2026-01-20,Present,
57279,763,2026-01-19,Present,
57280,763,2026-01-20,Present,
57306,764,2026-01-19,Present,
57307,764,2026-01-20,Present,
57329,765,2026-01-19,Present,
57330,765,2026-01-20,Present,
57349,766,2026-01-19,Present,
57350,766,2026-01-20,Late,
57403,767,2026-01-19,Present,
57404,767,2026-01-20,Present,
57431,768,2026-01-19,Present,Let purpose be.
57432,768,2026-01-20,Present,
57461,769,2026-01-19,Present,Indeed court close.
57462,769,2026-01-20,Absent,
57492,770,2026-01-19,Present,
57493,770,2026-01-20,Late,
57550,771,2026-01-19,Present,Whether leader agency.
57551,771,2026-01-20,Present,
57577,772,2026-01-19,Present,
57578,772,2026-01-20,Late,
57628,773,2026-01-19,Absent,
57629,773,2026-01-20,Absent,
57651,774,2026-01-19,Present,
57652,774,2026-01-20,Late,
57707,775,2026-01-19,Present,
57708,775,2026-01-20,Absent,
57727,776,2026-01-19,Absent,
57728,776,2026-01-20,Absent,
57748,777,2026-01-19,Present,
57749,777,2026-01-20,Absent,
57789,778,2026-01-19,Late,
57790,778,2026-01-20,Absent,
57827,779,2026-01-19,Present,
57828,779,2026-01-20,Present,
57873,780,2026-01-19,Present,
57874,780,2026-01-20,Present,
57899,781,2026-01-19,Present,
57900,781,2026-01-20,Present,Mother number series.
57930,782,2026-01-19,Present,
57931,782,2026-01-20,Present,
57965,783,2026-01-19,Present,
57966,783,2026-01-20,Present,
58021,784,2026-01-19,Present,Same along.
58022,784,2026-01-20,Present,Consider run.
58066,785,2026-01-19,Present,
58067,785,2026-01-20,Late,
58112,786,2026-01-19,Present,
58113,786,2026-01-20,Present,Bar last knowledge.
58145,787,2026-01-19,Absent,
58146,787,2026-01-20,Present,
58170,788,2026-01-19,Absent,
58171,788,2026-01-20,Present,
58215,789,2026-01-19,Present,
58216,789,2026-01-20,Absent,
58247,790,2026-01-19,Present,Natural open.
58248,790,2026-01-20,Present,
58294,791,2026-01-19,Absent,
58295,791,2026-01-20,Present,
58346,792,2026-01-19,Present,
58347,792,2026-01-20,Absent,Hot lose drug.
58394,793,2026-01-19,Present,
58395,793,2026-01-20,Absent,
58443,794,2026-01-19,Present,
58444,794,2026-01-20,Present,
58494,795,2026-01-19,Present,
58495,795,2026-01-20,Present,
58540,796,2026-01-19,Present,
58541,796,2026-01-20,Present,
58598,797,2026-01-19,Present,
58599,797,2026-01-20,Present,
58623,798,2026-01-19,Present,
58624,798,2026-01-20,Present,
58662,799,2026-01-19,Present,
58663,799,2026-01-20,Present,
58719,800,2026-01-19,Present,
58720,800,2026-01-20,Absent,Key picture health join.
58765,801,2026-01-19,Present,
58766,801,2026-01-20,Absent,
58805,802,2026-01-19,Present,
58806,802,2026-01-20,Absent,
58843,803,2026-01-19,Present,
58844,803,2026-01-20,Present,
58897,804,2026-01-19,Present,
58898,804,2026-01-20,Present,
58956,805,2026-01-19,Present,
58957,805,2026-01-20,Absent,
59007,806,2026-01-19,Present,
59008,806,2026-01-20,Present,
59032,807,2026-01-19,Present,
59033,807,2026-01-20,Absent,
59058,808,2026-01-19,Absent,
59059,808,2026-01-20,Present,
59083,809,2026-01-19,Late,End ready how.
59084,809,2026-01-20,Absent,
59110,810,2026-01-19,Present,
59111,810,2026-01-20,Absent,
59160,811,2026-01-19,Present,
59161,811,2026-01-20,Present,
59210,812,2026-01-19,Present,
59211,812,2026-01-20,Absent,Despite probably.
59245,813,2026-01-19,Present,
59246,813,2026-01-20,Present,
59290,814,2026-01-19,Absent,
59291,814,2026-01-20,Present,
59342,815,2026-01-19,Absent,
59343,815,2026-01-20,Absent,
59373,816,2026-01-19,Present,
59374,816,2026-01-20,Absent,
59398,817,2026-01-19,Present,
59399,817,2026-01-20,Present,
59451,818,2026-01-19,Present,
59452,818,2026-01-20,Present,
59474,819,2026-01-19,Present,
59475,819,2026-01-20,Absent,
59512,820,2026-01-19,Present,
59513,820,2026-01-20,Present,
59558,821,2026-01-19,Absent,
59559,821,2026-01-20,Present,
59594,822,2026-01-19,Late,
59595,822,2026-01-20,Present,
59637,823,2026-01-19,Present,
59638,823,2026-01-20,Present,
59688,824,2026-01-19,Present,
59689,824,2026-01-20,Present,
59744,825,2026-01-19,Present,
59745,825,2026-01-20,Present,
59796,826,2026-01-19,Present,
59797,826,2026-01-20,Absent,
59824,827,2026-01-19,Present,Wait image live.
59825,827,2026-01-20,Absent,
